review_id,review_text,actual_stars,predicted_stars,explanation,json_valid,error
dzAwZL5AELxjhlP0fm7foQ,"There was hair in the food. Not just 1 but 2 in the same Bhel Puri dish.

The whole experience was pretty bad. There is no indication of how you order your food and when you finally figure it out the food does not taste good. We checked sodas on the order sheet and when no sodas showed up we asked if we were supposed to go and find our own sodas from the front of the store and were told that that was the case.

Also the guy at the counter is down right dismissive.

Pani Puri was OK
Papdi Chaat -",1,1,"The review reports multiple serious issues including hair in the food, poor taste, dismissive staff, and overall dissatisfaction, which strongly indicates a very negative experience warranting a 1-star rating.",True,
kwseo734U9LSQDCEqSNN2g,"It's a supermarket.  I just go in buy what I need and get out.  It's convenient that there's a wells fargo in there, but there's one across the street as well.  

To the negative experience.....
My sister was speaking to my niece, but not in english.  Some caucasian lady walks by and rudely says, ""Can't you speak english?""  WTF?!?  Is this taking SB 1070 in your own hands?  It's like you're trying to make every race hate you even more.  I will run into this arrogance wherever I go.

I'm not done",1,1,"The review describes multiple negative interactions, including racial profiling and rude behavior from staff, which indicate a highly unsatisfactory experience and justify a low rating.",True,
_UdpFKVDGxie0oAMHajvEA,"I play squash racquet's, a sport favored by the east coast ""elites"" from them Ivy League schools, those snooty Britishers and the Pakistani leisure class:) 

Why they let me play, I'll never know:)

Last evening, we had a little tourney in which a group of us from the Village traveled to the outer reaches of Tempe to play a group from Lifetime Fitness:)

It was a jolly good, show, ever so much fun and our Village group gave the Lifetime group a bit of a ""Rodgering"":)

So it was with happy hearts",1,1,"The review describes the experience as extremely negative, highlighting poor cleanliness, unappetizing food, and unpleasant atmosphere, with no positive signals or indications of satisfaction.",True,
QfdoE-XqEeCsttJH8g0ugQ,"I love Saddle Ranch for its casual night time festivities (including watching people ride the mechanical bull hehehe), but I cannot ignore the fact that the food was disgusting!

When I think of my meal this past Friday night, I think of two words: dry and cold. The spinach artichoke dip was just okay - a bit on the dry side and not very cheesy. The onion rings were just okay was well as the batter reminded me of the chicken nuggets at McDonald's, maybe even worse. The BBQ burger (turkey patty) ",1,2,"The review highlights poor food quality and tasteless dishes, which indicates a negative experience. While the atmosphere is enjoyed, the service failure related to food quality and the negative tone suggest a rating of 2.",True,
SYK_LgV8wDoezdu9acfz2w,"Ok, so I have to share my morning experience. But first I must start off by saying this: I'm no moron. Honest. 

So, this morning I stopped for gas. My tank was getting dangerously low and there was no way I'd make it to work. That's okay, for I allotted time this morning for re-filling my tank. From my casa, I turned East on Indian School, vaguely remembering there's a Quick Trip nearby. Perfect. I had stopped there before. 

But it wasn't a Quick Trip I saw at the corner of Central and Indian ",1,2,"The review expresses significant frustration and annoyance with the gas station's confusing and inconvenient process, indicating a negative experience. Despite some detailed description, there are no positive signals like satisfaction or intent to return, and service issues are emphasized, which aligns with a low rating.",True,
o5WnqGiPo97Qf00eLGmU2Q,"This place was the worst place to EVER live! I lived here from Aug 2010 to may 2011, i was always in the office see when the grates would be fixed?? the office always gave me the run around very rude. You would think after the gun shoots, assaults, and car break ins that they would fix the gates but nope and to this day they still aren't fixed. When we moved in they said they would be fixed in a week and they lied.  Also the gym is huge but NONE of the equipment works! living here was SO gross! ",1,1,"The review describes severe dissatisfaction with poor maintenance, rude staff, safety issues, and a billing dispute, indicating a highly negative experience that warrants a 1-star rating.",True,
i4kZYaGypxV6LPCroMK5-A,"One stop has one goal and that is to get the $80. diagnosis fee and split.  Francisco told me i needed to spend over $1300. for parts the manufacturer only charges $316 for. Stay away! I intend to file a complaint with the Attorney Generals office today, hopefully they will stop this nonsense.",1,1,"The review expresses strong dissatisfaction with the service, accusing the business of overcharging and intending to file a complaint, indicating severe disappointment and a negative experience.",True,
62BFRSsUUCxsUBTHQy_ALg,"Do not go to this car wash. I dropped my kids off at choir and thought I'd run in for a quick car wash. Oh no! They locked my keys in the car. I couldn't get On-Star to unlock my Suburban because it was under a huge canopy and couldn't get a signal. Instead of calling a locksmith, the car washers tried and tried to get in through the window. Thankfully my husband was able to leave work early, go retrieve the kids from choir practice, and then come rescue me at the car wash with a spare set of ke",1,1,"The review describes a serious service failure with being trapped for over an hour and poor customer service, which strongly indicates dissatisfaction and warrants a rating of 1.",True,
Ya1QU03ysxWG1zKaBXI0iQ,"What ever you do don't waste your money here.  I am not the person who likes to send food back, in fact I hate to do it.  I had no choice here, this was by far the worst mexican food I have eaten.  The food has such a horrible after taste.  I not only hated my meal but tried my boyfriends as well and it was still terrible.  The service compares to the food, we waited forvever just for a server to come over and greet us.  I wouldn't even recommend this place to my enemies.",1,1,"The review describes the food as terrible with an unpleasant aftertaste and criticizes the service as slow and unhelpful, indicating a highly negative experience that warrants a 1-star rating.",True,
TH5M4pgyEGrKWj9Rx2XGJg,"And then it all changed...

I think this is my very first review that has been demoted to 1 star after being on the coveted 5 star for a long time. 

So, where do I start. After feeling dog sick for a few days, I finally decided to ""walk-in"" to this place because that's what they do now supposedly. They take walk in patients who are seen by the NP. I signed in at 8:20 and was not called in the back until 10:00am. Then I waited another 35 minutes for the NP to come in and see me. By the time ever",1,1,"The review describes a highly disappointing experience with long wait times, poor service, and perceived neglect, leading to a negative overall impression and a rating of 1 star.",True,
yMiNSE7ymTrQBpdKNYG-Jg,"PIECE OF **** manager wouldn't put air conditioning on yesterday. It was 90.
They just lost alot of business.",1,1,"The review expresses strong dissatisfaction due to poor service (refusal to turn on air conditioning in hot weather) and indicates the business lost customers, reflecting a very negative experience.",True,
CTMPP1y-BMZ70UHGj-DAfw,"As I promised myself, I'd go back again to try it again. Yyyeeaahhhh...sooooo....the food is still not good. I got the mongolian beef and it's like ""wha? really? is this IRL?"" 

I'm a chinese food kind of a fan, this restaurant, I'm not a fan of.",1,2,"The review expresses disappointment with the food quality and indicates a lack of satisfaction, which suggests a negative experience. Despite returning, the reviewer is not a fan and criticizes the food, leading to a rating of 2.",True,
ysXcFqnWNQ33d_Qh0-cClw,"Totally excited to try this place out, my grandparents, my mom and I (4 of us) came here for some Korean food. It wasn't too busy; just pairs of people from nearby offices coming in and out. 

Unlike other Korean restaurants, their lunch special selection is very limited. Special A  consists of a sushi roll with a soda, special B = teriyaki beef/chicken (no soda), or special C, Korean BBQ Spicy Chicken. 

As we were looking at the ""lunch special"" board, the lady behind the counter insisted that ",1,2,"The review describes multiple food quality issues, unprofessional staff behavior, and negative customer service experiences, which collectively suggest a poor overall experience warranting a rating of 2.",True,
pd0ekrEgnCwU0L1imreJpw,"Donuts are really good, if they have any when you get there!!!  Went in on a Tuesday morning at 1030, and they only had a total of 10 donuts. Drove out of my way to go there and still ended up at Dunkin Donuts. Very disappointed!!",1,2,"The review expresses disappointment due to limited availability of donuts and inconvenience, indicating a negative experience with service and product availability, which results in a rating of 2.",True,
hqpTT_eLPiQlb7-77zUo3w,"I went today to meet my daughter for lunch.  We are both big sushi enthusiasts.  The interior and atmosphere was beautiful.  Well appointed.
The service was excellent.  We ordered edamame, was good...nothing to rave about.  Not much you can do to mess that up.  Drinks were well poured but exspensive for what you got.  Ordered five different sushi rolls.
All five were bland, not much flavor and stale.  The fish was not fresh.
Paid $12 for a soft shell crap roll and it tasted days old.  Will not g",1,2,"The review praises the atmosphere and service but criticizes the food quality, describing the sushi as bland, stale, and not fresh, which significantly impacts the overall experience. Service is good, but poor food quality and the mention of not returning suggest a rating of 2.",True,
Zn_VrwXE4OcYPwd1HdWg5A,"Very loud, crowded and quite unpleasant. I felt very cramped and the environment was very uncomfortable.",1,2,"The review describes a negative experience due to loudness, crowding, and discomfort, which indicates dissatisfaction. The negative tone and mention of an unpleasant environment suggest a rating of 2.",True,
uaxOnMEBB1wcLfRsSsVY8g,"i called them and they wanted to charge $30 for fingerprints!!!!!  What a joke.  I found a place on the other side of the air park who did it for $10.  Caveat Emptor!  If if could give them a zero rating, I would have.

On the other side of the airpark off of Greenway-Hayden loop is Global Pi Security.  $10 for prints. Their address is 7807 East Greenway road, suite 9, Scottsdale, Az.  globalpi-security (dot) com.  Good luck.",1,2,"The review expresses strong dissatisfaction with the high price and would give a zero rating if possible, indicating a negative experience. However, it does not mention poor service or quality issues directly, so the rating is capped at 2 based on the negative tone and price complaint.",True,
sqtAlz4qop6JeQ42SHWLxQ,Went there first thing thing this morning. Ordered 2 simple sandwiches. Took over 35 minutes to make. 6 workers lounging around. Completely ignored. Totally disgusted with their service. Overpriced. Food okay and felt worthless when I left,1,1,"The review describes long wait times, poor service with staff ignoring customers, and dissatisfaction with the food and prices, indicating a very negative experience that warrants a 1-star rating.",True,
fRfafaJw6pJpApH7bJepZg,"Went last week, and ordered a dozen variety. I didn't care for any of them, very dry, the frosting wasn't very good,even my 9 yr old daughter spit her cupcake out!",1,2,"The review expresses disappointment with the quality of the cupcakes, mentioning they were very dry and poorly received by both the reviewer and their daughter. There are no positive signals, and the negative comments about the taste and texture suggest a subpar experience, which aligns with a rating of 2.",True,
1DmZ5gHhff5CgZ_lqaPyHQ,"Love the idea - vegan Mexican. Have tried to eat there twice. Both times checked their FB page for hours, both times they were closed. Called their phone number, no one answered. No sign, no explanation on FB. Pathetic.",1,1,"The review expresses disappointment and frustration due to repeated closures, lack of communication, and poor customer service, indicating a very negative experience.",True,
X8sOlD8trk6LeOCIJcMwgw,"I dont understand how a second restaurant was opened on Tatum . My husband and gave these place too many chances and wach time the food was not impressive. The margaritas come from a stolen recipe from La Pinata Nueva , but too bad they didnt bring the recipes with them. I hope they get it "" that maybe if you put alittle quality in the food people will come back"".",1,2,"The review expresses disappointment with the food quality and mentions multiple unsatisfactory experiences, indicating a negative overall experience. Despite some mention of the margaritas, the tone suggests dissatisfaction, and service issues are implied by the repeated negative comments, leading to a rating of 2.",True,
Ii1qPwka49-3TO_NQGOtMA,"Don't bother with this place.  I had never been here, my husband and I decided to pick up some food to take home.  We ordered a shrimp tempura appetizer, an assorted tempura appetizer, a lobster appetizer, and yakisoba.  When we got home the order was totally wrong. Instead of lobster we were given mussels (which were gross), instead of assorted tempura and shrimp tempura we only got assorted tempura with 2... that's right only 2 shrimp in the whole mix.  The yakisoba was the only part of the or",1,1,"The review describes multiple errors in the order, poor food quality, and a complete disappointment, indicating severe dissatisfaction and no intention to return, which aligns with a 1-star rating.",True,
In4SQU1ZVx9fU4yq67HphQ,"I will never know what the food tastes like because they were so so rude, I will not go back.  We came in and were given a table, menus were practically thrown at us.  And then we waited, and waited and waited.  We asked a woman working there, and she apparently did not speak English and indicated a man at the front would help us.  But he was too busy talking.  We got up and left.  No one even said a word when we left.",1,1,"The review describes rude staff, long waits, poor communication, and the customer leaving without being served, indicating severe dissatisfaction and poor service, justifying a rating of 1.",True,
T3dnb2VW9IEE-aAYccG-rA,"I do not like this KFC ...or any really for that matter. Every time I have been here the place is filthy. I know they remolded the place and I have not been since then, so I am not sure if the conditions are the same.

The food is just not good in any way anymore. Not that it was ever great, but you could get some decent chicken and some sides and be content. What the hell have they done to the mac & cheese? It is so gross..the color is just not appealing and the taste is worse. Food at this pla",1,1,"The review expresses strong dissatisfaction with cleanliness and food quality, mentioning the place is filthy and the food is gross and poorly served, which indicates a very negative experience justifying a 1-star rating.",True,
cw56ezAwEhMzQBtI2fdxLQ,Poor service-small portions-pricey,1,2,"The review highlights poor service, small portions, and high prices, which are negative signals. These issues suggest a generally unsatisfactory experience, leading to a low rating, but not the lowest possible.",True,
pmOExg5ab56RZjG0K6mJPw,I got my nails done there last Thursday for the first and last time. I would never ever go back there. The man who did my nails burnt two of my fingers really bad. The place was dirty and messy and talk about noisy he asked me to many personal questions. To top it off he answered his cell phone and talked on it about 10mins all load and on speaker phone . So rude and bad customer service. It might be a little cheaper there but as the saying goes u get what u pay for!!!!!!!,1,1,"The review describes severe negative experiences, including burns, dirtiness, rudeness, and poor service, which strongly indicate dissatisfaction and justify a rating of 1 star.",True,
5PTxfrfT3QM72BBgDeb_cA,"I'm sorry to be what seems to be the lone one star review.  Either I got there on the worst day in their history, or everyone drank the Koolaid, or I just have different expectations and taste buds.
It seems like a great idea.  It's a build your own burger joint, $7.00 gets you a cooked to order burger with one cheese, up to 4 toppings, and 2 sauces with fries or onion rings-or some other choices.  They also claim that the beef is local, hormone free, etcetera....

I chose a rare burger with Ame",1,1,"The review describes a highly disappointing experience with extremely poor food quality, long wait times, and hygiene issues, indicating severe dissatisfaction and justifying a 1-star rating.",True,
d_IcD1Ho5uZaV6e0A02nNQ,"I used to love Banana Republic.  I stopped by at lunch to buy a few outfits, I wasted quite a bit of time in this store...to an frazzeling degree.  The choppy layout of the new store is annoying.  The clothing line changed drastically so you look like you just came from an overpriced (and cold) beach.  I was looking to dress sharp and professional, not wrinkled and hap-hazzard.  I wanted short sleeves, not flimsy spagetti straps, long sleeved blouses and SWEATERS (hello..its JUNE...and ARIZONA.)",1,2,"The review expresses frustration with the store layout and clothing selection, and explicitly calls the collection a 'huge FAIL,' indicating dissatisfaction. Despite some mention of past positive feelings, the negative comments and disappointment suggest a rating of 2.",True,
tuvjALQppER6ij1F9yRTMw,"I can overcome the hipster sneer and accept that I am an uncool blemish in a world full of cut-off corduroys and patterned leggings. What I cannot and will not get over is an unapologetic staff whose epic error led to me breaking 5 years of meatless eating because of an order mishap.

I ordered the red pepper tomato quiche. After 20 minutes waiting for the quiche to warm in what appeared to be a 200 degree oven, I double checked to make sure my name was on the plate at the counter. When I dug in",1,2,"The review highlights a significant service failure and disappointment, especially with the order mishap and lack of apology or compensation, which aligns with a low rating. Despite some acknowledgment of the food, the overall negative experience and poor customer service justify a rating of 2.",True,
QKsk92azo-ckaIO292AY7A,"WOW!  I have never been to a place with service this horrible.  I may have caught them on a bad night, but I'm not giving them a second chance to find out!

I came in with a group of 4.  We stood up front for 5-10 minutes before waving someone down to be seated.  That was a mistake..

As we're waiting for a server to take our drink order, we noticed that EVERY single table had empty cups waiting to be refilled, dirty plates that needed bussing, and people with impatient faces.  There was only 1-",1,2,"The review describes severe service failures, long waits, and a negative experience, which according to Yelp rules caps the rating at 2.",True,
wg3N8cP7-C6qQtWVPDSt4w,"I have lived here for about 5 months, the place is okay i guess, the ground are clean which I like, but the staff seems kinda disorganized.. they got our move in dates wrong which thank god I'm an early mover and didn't wait to the last min, then when we FINALLY moved in, we got a different apt than we were showed originally. The linen closet has a big freakin heater tank in it. Which okay whatever i guess is not that big of a deal but then I found out we pay more for our water because its not d",2,2,"The review highlights multiple issues with maintenance, disorganization, and poor service, which are significant negatives. Although the reviewer acknowledges there are worse options, the overall dissatisfaction and repeated problems justify a 2-star rating.",True,
LUPEqsBJ_1Dr3LqPbZe1bA,"After hearing a lot about all of the MBFGR's that are around the valley, I finally got a chance to go recently as part of a family gathering (which was a planning fiasco and logistical nightmare, but I digress).  This location was, well, let's just say, it wasn't crowded.  And it showed in the service, very nice and attentive.  They were very patient when our party was supposed to be 8 people, then ballooned to 12 people, then 13.  Unfortunately, one of the solutions to accommodate us was to put",2,2,"The review mentions good service but criticizes the poor quality of the gyro and the awkward table arrangement, leading to a rating of 2 based on the negative food experience and table issues.",True,
KoH2U6Pf3X02Zs4cA_I6bw,"I've always said if the guacamole, chips and salsa aren't good, the food is not likely to be good either.  I was right, Guacamole was not very good at all, same with the salsa.  Rest of the food was just okay but for a restaurant in the Biltmore I expected so much better.  Just as a note, when it comes to Mexican food, I'm super critical.  This place will probably get a higher ratings from people of the Midwest.",2,2,"The review criticizes the food quality, especially the guacamole and salsa, and describes the overall experience as just okay, indicating dissatisfaction. Service issues are not mentioned, but the negative tone and disappointment suggest a rating of 2.",True,
BK4FpIlwDx2mAhk9qsK3sQ,"Bland and lackluster food that is not worth the price or the wait to get it.  We had lunch at Nourish a few months ago and while we weren't overly impressed, as they do serve healthy food that is in line with our whole foods, plant-based eating habits, we decided to give them another shot and went for brunch a few weekends ago.  I ordered the egg sandwich, which is described as an air-fried egg, avocado, and tomato on a gluten free bagel with a side of sweet potato hash.  As I have never found g",2,1,"The review describes multiple food and service issues, including bland, flavorless dishes, long wait times, and poor quality, indicating a highly negative experience that warrants a 1-star rating.",True,
b-HCYV8EvvyXHip5Fw9rHQ,"Over the last 5 years or so, I've eaten lunch at Dilly's Deli a couple dozen times. The location is excellent, as it is near my office, and the interior décor is clean, modest, and charming. The music seems to vary, but on today's trip, it appeared to be a mix of oldies and jazzy easy listening. While I've never had to wait for a table to clear, seating can be limited during lunch hours. The service is friendly and quick and the menu offerings plentiful and interesting. Vegetarians will find a h",2,2,"The review mentions friendly service and good quality food but highlights significant issues such as discovering a dead fly in a salad and a hair on a pickle spear, which are serious cleanliness concerns. Additionally, the reviewer is dissatisfied with the bread/meat ratio and the overall experience, leading to a decision not to return. These negative points outweigh the positives, resulting in a rating of 2.",True,
PPKxod62hSbSuwm6XJv1vg,"Love the coffee not thrilled about my service. Of the 4-3 times I have been in the barista has never been behind the counter ready to serve me.  Every time that I have walked in they follow me off the patio where they have been smoking.  I know that you are entitled to a break but, sitting out chit chatting with your friends smoking is not what you get paid for.  Either I have bad timing coming in when they are on break or the kids there are huge slackers.",2,2,"The review mentions dissatisfaction with service, specifically noting unprofessional behavior and poor staff attitude, which indicates service failures. Despite liking the coffee, the negative service experience limits the rating to a 2.",True,
vY9uNDrKcTFKlFrQULrcCg,"The queso is ridiculously good... seriously. And the homemade tortillas are also outstanding.

Aside from that, everything is average at best. As mentioned by others, this is Americanized Mexican cuisine. This is not autentica comida Mexicana, mi amigos!

We had been once before and thoroughly enjoyed the food. Hence making it a point to visit again on our most recent trip to Arizona.

We started with the chips and salsa set for the table - delicious. I ordered a bunch of queso for the table, an",2,2,"The review highlights poor service, cleanliness issues, and disappointing food quality, which are significant negatives. Despite some positive comments about the queso and tortillas, the overall experience was marred by bugs, foul odors, and unprofessional service, justifying a low rating.",True,
yeMNAZKxXf4T2MgBMYAH4Q,"Things I liked: The homemade chips (mmm), the red salsa, the tender chicken pieces in my enchiladas and the service.

Things that just didn't work for me- The green sauce was so blah I couldn't eat it without dousing it in the red to get a little flavor. The beans and rice were disappointing as well. Perhaps it is my lack of familiarity with New Mexican cuisine, but I was not impressed.",2,3,"The review mentions some positive aspects like good service and tasty chips and chicken, but also highlights disappointing green sauce and sides, indicating a mixed experience that aligns with a neutral to slightly positive rating.",True,
YU9-0d4OeOEZuqFYs1xvPw,"Beatiful setting and good service. However, that doesn't make up for the $14 burger which was average at best and all three of ours were over cooked.",2,2,"Despite positive comments on setting and service, the review highlights that the food was average and overcooked, and the price was high for the quality, indicating dissatisfaction and service issues that lower the rating to 2.",True,
62RkOn0aW7EG5TGFb1rK4g,"I went here a couple weeks ago and got the sesame chicken.  I was disappointed when I saw that it wasn't chunks of chicken, but a boneless piece of chicken that was breaded, fried, and then sliced into strips.  The sauce wasn't that good anyway.  I won't be back.",2,2,"The reviewer expresses disappointment with the food quality and explicitly states they won't return, indicating a negative experience. Service issues are not mentioned, but the dissatisfaction with the food and the statement of not returning suggest a rating of 2.",True,
64oFbcXXvvr18fPZi9rREg,I believe this place is over-hyped.  the menu is overpriced.  the portions are small.  the meat is low quality.  slow service.  sterile decor.,2,2,"The review highlights multiple negative aspects such as overpriced menu, small portions, low-quality meat, slow service, and sterile decor, indicating dissatisfaction. Service issues and negative comments prevent a higher rating, leading to a score of 2.",True,
i1TGrBBeDCzEHULlV6NUXw,"I happened on this place because it was next to EL Brava, a Mexican place recommended by the USAirways in flight magazine as a place to try in an airport. Getting to ElBrava we found it was a fast food stand with very little seating so this is next door. 

The menu was pretty limited. Service actually wasn't bad but, even though it wasn't busy, we waited a long, long time for our meal to get there.... something you don't expect in an airport. When the food got there it ok. I had a burger that wa",2,2,"The review mentions a long wait for food, average quality, and a pricey burger, with no strong positive comments, indicating a generally negative experience that warrants a rating of 2.",True,
TgehaXzkJHxD4isfJ_-lcQ,"The kids and I LOVE Starbucks but this one leaves a lot to be desired.. We have been here a hand full of time and each time I keep asking myself why do I go back to this one? 

The service there is almost rude. They seem as if they are annoyed to be busy. They never seem to be happy to service you. Drinks take forever to make, even though they aren't as busy as other ones are. We won't even go into the fact that my order has been messed up the last 2 times.

The main issue I have is the fact tha",2,2,"The review highlights consistent negative experiences with rude service, long wait times, and repeated order mistakes, which strongly indicate dissatisfaction. The reviewer also mentions considering trying other locations, suggesting they are not satisfied enough to give a higher rating.",True,
2AGvtkiTpTy1yOVCA1gc-w,"Are you serious? $4.50 for domestic beers during the usual ""happy hour"" time? That includes Old Style (we were there for the Cub game)!! At grocery stores you can get a 6-pack of Old Style for $4.50! And charging $5.50 for a Corona?! Cra-zy!

""World Famous Sliders""? These were the worst sliders ever, I think Jack and the Box sliders are better. Almost $10 for six southwestern sliders with a patty the size of a half dollar that got lost in the bun, one jalapeno, a small square of cheese, and sals",2,2,"The review expresses strong dissatisfaction with high prices and poor quality, highlighting disappointment and perceived greed, which indicates a negative experience justifying a rating of 2.",True,
50DlJdkf0jtG-CQLDx8jGQ,"My friends and I got a 10-person karaoke room and ordered food while we sang. The room is SMALL --in other K places I've been to, that would have been a room for 5 people. With 10 people in there, we turned into a sweaty airless mess very quickly. Secondly, their song choices are not good. They're behind about 2 years. Had we known, we would not have gone there. The food was mediocre; I've had better sushi. A room rental comes with a complimentary sushi platter, which was one roll (no idea what ",2,2,"The review highlights poor food quality, uncomfortable conditions, and some service issues, with a negative tone overall. Despite friendly staff, the negative aspects and disappointment suggest a rating of 2.",True,
5JVIkHaT8zb3AB9UzdcAuA,"Last summer when I was in AZ I ate here a few times and it was always great!  I love the pulled pork sandwich.  I ate here while I had family in town a few weeks ago and it was nothing like it used to be.  The sandwich was lacking in flavor, they didn't have the same sides they used to.  We got these fried potatoes which had way to much seasoning on them, none of us ate them.  This place has gone way down hill, I won't be going here anymore.",2,2,"The review initially describes a positive experience but then details a significant decline in quality and dissatisfaction, indicating a mostly negative experience. Service or quality issues are emphasized, leading to a low rating.",True,
iGP6QWXXBflfRxZ4q_m6jw,"Not good.
Very bland Thai food, ugh, the two words do not belong together, bland and Thai!
The Peanut sauce was the worst ever.
The Pad Thai and Tom Ka Gai soup were blech.
Fresh rolls large but no flavor.
The service was decent though.
Just disappointing.",2,2,"The review is highly negative, criticizing the food as bland and tasteless, with only a decent service mentioned, which aligns with a low rating. Service issues are not emphasized, but the overall disappointment and poor food quality suggest a rating of 2.",True,
HyjTny7cPNMsyBn5Mi4vrA,"The ""chicken burger"" with jerk sauce was gross. It was dried out with terrible flavor. The only saving grace was that it was small, which says enough right there. As another reviewed said, it was a ground chicken patty when I was expecting a grilled chicken breast after going to places like Johnny Rockets where I believe they have a similarly named section of the menu that refers to chicken breast sandwiches. I realize I have myself to blame on that misunderstanding, but it was still a terrible ",2,1,"The review describes the food as gross and terrible, indicating severe dissatisfaction, which justifies a rating of 1.",True,
