review_id,review_text,actual_stars,predicted_stars,explanation,json_valid,error
o5WnqGiPo97Qf00eLGmU2Q,"This place was the worst place to EVER live! I lived here from Aug 2010 to may 2011, i was always in the office see when the grates would be fixed?? the office always gave me the run around very rude. You would think after the gun shoots, assaults, and car break ins that they would fix the gates but nope and to this day they still aren't fixed. When we moved in they said they would be fixed in a week and they lied.  Also the gym is huge but NONE of the equipment works! living here was SO gross! ",1,1,"The review is overwhelmingly negative, citing numerous issues such as poor maintenance, safety concerns, rude staff, unfulfilled promises, and a bad living environment, indicating a very dissatisfied experience.",True,
i4kZYaGypxV6LPCroMK5-A,"One stop has one goal and that is to get the $80. diagnosis fee and split.  Francisco told me i needed to spend over $1300. for parts the manufacturer only charges $316 for. Stay away! I intend to file a complaint with the Attorney Generals office today, hopefully they will stop this nonsense.",1,1,"The review expresses strong dissatisfaction with the service, accusing the business of unnecessary charges and planning to file a complaint, indicating a very negative experience.",True,
62BFRSsUUCxsUBTHQy_ALg,"Do not go to this car wash. I dropped my kids off at choir and thought I'd run in for a quick car wash. Oh no! They locked my keys in the car. I couldn't get On-Star to unlock my Suburban because it was under a huge canopy and couldn't get a signal. Instead of calling a locksmith, the car washers tried and tried to get in through the window. Thankfully my husband was able to leave work early, go retrieve the kids from choir practice, and then come rescue me at the car wash with a spare set of ke",1,1,"The review describes a highly negative experience due to being locked out of the car, poor handling by staff, and lack of compensation, indicating strong dissatisfaction and a very poor service quality.",True,
Ya1QU03ysxWG1zKaBXI0iQ,"What ever you do don't waste your money here.  I am not the person who likes to send food back, in fact I hate to do it.  I had no choice here, this was by far the worst mexican food I have eaten.  The food has such a horrible after taste.  I not only hated my meal but tried my boyfriends as well and it was still terrible.  The service compares to the food, we waited forvever just for a server to come over and greet us.  I wouldn't even recommend this place to my enemies.",1,1,"The review expresses strong dissatisfaction with both the food and service, describing the food as terrible and the service as very slow, indicating a very negative experience consistent with a 1-star rating.",True,
TH5M4pgyEGrKWj9Rx2XGJg,"And then it all changed...

I think this is my very first review that has been demoted to 1 star after being on the coveted 5 star for a long time. 

So, where do I start. After feeling dog sick for a few days, I finally decided to ""walk-in"" to this place because that's what they do now supposedly. They take walk in patients who are seen by the NP. I signed in at 8:20 and was not called in the back until 10:00am. Then I waited another 35 minutes for the NP to come in and see me. By the time ever",1,1,"The review is highly negative, citing long wait times, poor customer service, and dissatisfaction with the care received, indicating a very poor experience consistent with a 1-star rating.",True,
yMiNSE7ymTrQBpdKNYG-Jg,"PIECE OF **** manager wouldn't put air conditioning on yesterday. It was 90.
They just lost alot of business.",1,1,"The review expresses strong dissatisfaction due to poor service (refusal to turn on air conditioning in hot weather) and uses harsh language, indicating a very negative experience.",True,
CTMPP1y-BMZ70UHGj-DAfw,"As I promised myself, I'd go back again to try it again. Yyyeeaahhhh...sooooo....the food is still not good. I got the mongolian beef and it's like ""wha? really? is this IRL?"" 

I'm a chinese food kind of a fan, this restaurant, I'm not a fan of.",1,2,"The reviewer expresses disappointment with the food quality despite trying again, indicating a negative experience, but does not use extremely harsh language or mention severe issues, leading to a 2-star prediction.",True,
ysXcFqnWNQ33d_Qh0-cClw,"Totally excited to try this place out, my grandparents, my mom and I (4 of us) came here for some Korean food. It wasn't too busy; just pairs of people from nearby offices coming in and out. 

Unlike other Korean restaurants, their lunch special selection is very limited. Special A  consists of a sushi roll with a soda, special B = teriyaki beef/chicken (no soda), or special C, Korean BBQ Spicy Chicken. 

As we were looking at the ""lunch special"" board, the lady behind the counter insisted that ",1,2,"The review contains multiple negative comments about the food quality, poor customer service, and uncomfortable interactions, indicating a disappointing experience overall. While there are some positive notes about the kimchi buffet and food presentation, the overall tone and specific complaints suggest a rating of 2 stars.",True,
pd0ekrEgnCwU0L1imreJpw,"Donuts are really good, if they have any when you get there!!!  Went in on a Tuesday morning at 1030, and they only had a total of 10 donuts. Drove out of my way to go there and still ended up at Dunkin Donuts. Very disappointed!!",1,2,"The review expresses disappointment due to limited availability of donuts and the inconvenience of driving out of the way, indicating a negative experience despite some positive comments about the donuts themselves. Overall, the tone suggests dissatisfaction, leading to a 2-star rating.",True,
hqpTT_eLPiQlb7-77zUo3w,"I went today to meet my daughter for lunch.  We are both big sushi enthusiasts.  The interior and atmosphere was beautiful.  Well appointed.
The service was excellent.  We ordered edamame, was good...nothing to rave about.  Not much you can do to mess that up.  Drinks were well poured but exspensive for what you got.  Ordered five different sushi rolls.
All five were bland, not much flavor and stale.  The fish was not fresh.
Paid $12 for a soft shell crap roll and it tasted days old.  Will not g",1,2,"The review expresses disappointment with the quality of the sushi, mentioning stale fish and bland flavors, which indicates a negative experience. While the atmosphere and service were good, the overall dissatisfaction with the food leads to a 2-star rating.",True,
Zn_VrwXE4OcYPwd1HdWg5A,"Very loud, crowded and quite unpleasant. I felt very cramped and the environment was very uncomfortable.",1,1,"The review describes the environment as loud, crowded, cramped, and unpleasant, indicating a very negative experience with strong complaints, which aligns with a 1-star rating.",True,
uaxOnMEBB1wcLfRsSsVY8g,"i called them and they wanted to charge $30 for fingerprints!!!!!  What a joke.  I found a place on the other side of the air park who did it for $10.  Caveat Emptor!  If if could give them a zero rating, I would have.

On the other side of the airpark off of Greenway-Hayden loop is Global Pi Security.  $10 for prints. Their address is 7807 East Greenway road, suite 9, Scottsdale, Az.  globalpi-security (dot) com.  Good luck.",1,1,"The review expresses strong dissatisfaction with the service, calling the price 'a joke' and stating they would give a zero rating if possible, indicating a very negative experience.",True,
sqtAlz4qop6JeQ42SHWLxQ,Went there first thing thing this morning. Ordered 2 simple sandwiches. Took over 35 minutes to make. 6 workers lounging around. Completely ignored. Totally disgusted with their service. Overpriced. Food okay and felt worthless when I left,1,1,"The review describes a highly negative experience due to long wait times, poor service, and dissatisfaction with the food and pricing, indicating a strong dissatisfaction typical of a 1-star rating.",True,
fRfafaJw6pJpApH7bJepZg,"Went last week, and ordered a dozen variety. I didn't care for any of them, very dry, the frosting wasn't very good,even my 9 yr old daughter spit her cupcake out!",1,1,"The review expresses strong dissatisfaction with the product, mentioning that none of the cupcakes were enjoyable, describing them as very dry with poor frosting, and even a child spit one out, indicating a very negative experience.",True,
1DmZ5gHhff5CgZ_lqaPyHQ,"Love the idea - vegan Mexican. Have tried to eat there twice. Both times checked their FB page for hours, both times they were closed. Called their phone number, no one answered. No sign, no explanation on FB. Pathetic.",1,1,"The reviewer expresses disappointment and frustration due to inconsistent hours, lack of communication, and unresponsiveness, indicating a very negative experience.",True,
X8sOlD8trk6LeOCIJcMwgw,"I dont understand how a second restaurant was opened on Tatum . My husband and gave these place too many chances and wach time the food was not impressive. The margaritas come from a stolen recipe from La Pinata Nueva , but too bad they didnt bring the recipes with them. I hope they get it "" that maybe if you put alittle quality in the food people will come back"".",1,2,"The review expresses repeated disappointment with the food quality and criticizes the restaurant's recipes, indicating a negative experience overall, but it does not contain extreme hostility or complete dissatisfaction that would warrant a 1-star rating.",True,
Ii1qPwka49-3TO_NQGOtMA,"Don't bother with this place.  I had never been here, my husband and I decided to pick up some food to take home.  We ordered a shrimp tempura appetizer, an assorted tempura appetizer, a lobster appetizer, and yakisoba.  When we got home the order was totally wrong. Instead of lobster we were given mussels (which were gross), instead of assorted tempura and shrimp tempura we only got assorted tempura with 2... that's right only 2 shrimp in the whole mix.  The yakisoba was the only part of the or",1,1,"The review expresses strong dissatisfaction with the food quality and order accuracy, describes the experience as a complete disappointment, and explicitly states they will not return, indicating a very negative experience consistent with a 1-star rating.",True,
In4SQU1ZVx9fU4yq67HphQ,"I will never know what the food tastes like because they were so so rude, I will not go back.  We came in and were given a table, menus were practically thrown at us.  And then we waited, and waited and waited.  We asked a woman working there, and she apparently did not speak English and indicated a man at the front would help us.  But he was too busy talking.  We got up and left.  No one even said a word when we left.",1,1,"The review describes a highly negative experience characterized by rudeness, poor service, and lack of basic customer care, indicating strong dissatisfaction and a likely 1-star rating.",True,
T3dnb2VW9IEE-aAYccG-rA,"I do not like this KFC ...or any really for that matter. Every time I have been here the place is filthy. I know they remolded the place and I have not been since then, so I am not sure if the conditions are the same.

The food is just not good in any way anymore. Not that it was ever great, but you could get some decent chicken and some sides and be content. What the hell have they done to the mac & cheese? It is so gross..the color is just not appealing and the taste is worse. Food at this pla",1,1,"The review expresses strong dissatisfaction with the cleanliness and quality of the food, mentioning repeated negative experiences and a lack of improvement after remodeling. The tone is highly negative, indicating a very poor experience.",True,
cw56ezAwEhMzQBtI2fdxLQ,Poor service-small portions-pricey,1,2,"The review highlights negative aspects such as poor service, small portions, and high prices, indicating dissatisfaction, which aligns with a 2-star rating.",True,
pmOExg5ab56RZjG0K6mJPw,I got my nails done there last Thursday for the first and last time. I would never ever go back there. The man who did my nails burnt two of my fingers really bad. The place was dirty and messy and talk about noisy he asked me to many personal questions. To top it off he answered his cell phone and talked on it about 10mins all load and on speaker phone . So rude and bad customer service. It might be a little cheaper there but as the saying goes u get what u pay for!!!!!!!,1,1,"The review contains multiple strong negative comments about the service, including burns, dirty environment, rude behavior, and poor customer service, indicating a very negative experience deserving of a 1-star rating.",True,
5PTxfrfT3QM72BBgDeb_cA,"I'm sorry to be what seems to be the lone one star review.  Either I got there on the worst day in their history, or everyone drank the Koolaid, or I just have different expectations and taste buds.
It seems like a great idea.  It's a build your own burger joint, $7.00 gets you a cooked to order burger with one cheese, up to 4 toppings, and 2 sauces with fries or onion rings-or some other choices.  They also claim that the beef is local, hormone free, etcetera....

I chose a rare burger with Ame",1,1,"The review is overwhelmingly negative, highlighting long wait times, poor food quality, and a disappointing experience overall, which aligns with a 1-star rating.",True,
d_IcD1Ho5uZaV6e0A02nNQ,"I used to love Banana Republic.  I stopped by at lunch to buy a few outfits, I wasted quite a bit of time in this store...to an frazzeling degree.  The choppy layout of the new store is annoying.  The clothing line changed drastically so you look like you just came from an overpriced (and cold) beach.  I was looking to dress sharp and professional, not wrinkled and hap-hazzard.  I wanted short sleeves, not flimsy spagetti straps, long sleeved blouses and SWEATERS (hello..its JUNE...and ARIZONA.)",1,2,"The review expresses significant dissatisfaction with the store's layout, product selection, and overall experience, indicating a negative perception. However, it does not contain extreme insults or complete dissatisfaction that would warrant a 1-star rating, so a 2-star rating best reflects the negative but not entirely disastrous experience.",True,
tuvjALQppER6ij1F9yRTMw,"I can overcome the hipster sneer and accept that I am an uncool blemish in a world full of cut-off corduroys and patterned leggings. What I cannot and will not get over is an unapologetic staff whose epic error led to me breaking 5 years of meatless eating because of an order mishap.

I ordered the red pepper tomato quiche. After 20 minutes waiting for the quiche to warm in what appeared to be a 200 degree oven, I double checked to make sure my name was on the plate at the counter. When I dug in",1,2,"The review expresses clear dissatisfaction due to a serious mistake with the order, leading to discomfort and disappointment. While the reviewer received a refund, the lack of apology or compensation indicates a negative experience. The tone is critical and upset, aligning with a 2-star rating.",True,
QKsk92azo-ckaIO292AY7A,"WOW!  I have never been to a place with service this horrible.  I may have caught them on a bad night, but I'm not giving them a second chance to find out!

I came in with a group of 4.  We stood up front for 5-10 minutes before waving someone down to be seated.  That was a mistake..

As we're waiting for a server to take our drink order, we noticed that EVERY single table had empty cups waiting to be refilled, dirty plates that needed bussing, and people with impatient faces.  There was only 1-",1,1,"The review describes a highly negative experience with poor service, long wait times, and lack of acknowledgment, indicating strong dissatisfaction consistent with a 1-star rating.",True,
wg3N8cP7-C6qQtWVPDSt4w,"I have lived here for about 5 months, the place is okay i guess, the ground are clean which I like, but the staff seems kinda disorganized.. they got our move in dates wrong which thank god I'm an early mover and didn't wait to the last min, then when we FINALLY moved in, we got a different apt than we were showed originally. The linen closet has a big freakin heater tank in it. Which okay whatever i guess is not that big of a deal but then I found out we pay more for our water because its not d",2,2,"The review expresses significant dissatisfaction with maintenance issues, disorganization, and poor customer service, indicating a negative experience. While not entirely terrible, the problems are serious enough to warrant a 2-star rating.",True,
LUPEqsBJ_1Dr3LqPbZe1bA,"After hearing a lot about all of the MBFGR's that are around the valley, I finally got a chance to go recently as part of a family gathering (which was a planning fiasco and logistical nightmare, but I digress).  This location was, well, let's just say, it wasn't crowded.  And it showed in the service, very nice and attentive.  They were very patient when our party was supposed to be 8 people, then ballooned to 12 people, then 13.  Unfortunately, one of the solutions to accommodate us was to put",2,2,"The review mentions good service but highlights significant issues with the food, especially the gyro, which was the worst the reviewer has had. The overall tone is negative due to the poor food quality, despite attentive service. This combination suggests a rating of 2 stars.",True,
KoH2U6Pf3X02Zs4cA_I6bw,"I've always said if the guacamole, chips and salsa aren't good, the food is not likely to be good either.  I was right, Guacamole was not very good at all, same with the salsa.  Rest of the food was just okay but for a restaurant in the Biltmore I expected so much better.  Just as a note, when it comes to Mexican food, I'm super critical.  This place will probably get a higher ratings from people of the Midwest.",2,2,"The review expresses disappointment with the food quality, especially the guacamole and salsa, and indicates that the rest of the food was only okay. The tone is somewhat critical and suggests a negative experience, leading to a 2-star rating.",True,
BK4FpIlwDx2mAhk9qsK3sQ,"Bland and lackluster food that is not worth the price or the wait to get it.  We had lunch at Nourish a few months ago and while we weren't overly impressed, as they do serve healthy food that is in line with our whole foods, plant-based eating habits, we decided to give them another shot and went for brunch a few weekends ago.  I ordered the egg sandwich, which is described as an air-fried egg, avocado, and tomato on a gluten free bagel with a side of sweet potato hash.  As I have never found g",2,1,"The review describes multiple food and service issues, including bland and unappetizing dishes, long wait times, and poor management, indicating a very negative experience consistent with a 1-star rating.",True,
b-HCYV8EvvyXHip5Fw9rHQ,"Over the last 5 years or so, I've eaten lunch at Dilly's Deli a couple dozen times. The location is excellent, as it is near my office, and the interior décor is clean, modest, and charming. The music seems to vary, but on today's trip, it appeared to be a mix of oldies and jazzy easy listening. While I've never had to wait for a table to clear, seating can be limited during lunch hours. The service is friendly and quick and the menu offerings plentiful and interesting. Vegetarians will find a h",2,3,"The review reflects a generally positive experience with good food quality, friendly service, and a pleasant atmosphere, but is marred by significant issues like the presence of a dead fly in a salad and a hair on a pickle spear, as well as some dissatisfaction with food presentation and consistency. These mixed sentiments lead to a neutral, 3-star rating.",True,
PPKxod62hSbSuwm6XJv1vg,"Love the coffee not thrilled about my service. Of the 4-3 times I have been in the barista has never been behind the counter ready to serve me.  Every time that I have walked in they follow me off the patio where they have been smoking.  I know that you are entitled to a break but, sitting out chit chatting with your friends smoking is not what you get paid for.  Either I have bad timing coming in when they are on break or the kids there are huge slackers.",2,2,"The review expresses dissatisfaction with the service, specifically criticizing the staff's attitude and behavior, which indicates a negative experience. However, the reviewer still mentions loving the coffee, suggesting that the product itself is good. This combination of positive product feedback with negative service issues aligns with a 2-star rating.",True,
vY9uNDrKcTFKlFrQULrcCg,"The queso is ridiculously good... seriously. And the homemade tortillas are also outstanding.

Aside from that, everything is average at best. As mentioned by others, this is Americanized Mexican cuisine. This is not autentica comida Mexicana, mi amigos!

We had been once before and thoroughly enjoyed the food. Hence making it a point to visit again on our most recent trip to Arizona.

We started with the chips and salsa set for the table - delicious. I ordered a bunch of queso for the table, an",2,2,"The review contains significant negative feedback about the food quality, service, and cleanliness, including issues like underwhelming dishes, limited vegetables, and a bug found in the water. While there are some positive comments about the queso and tortillas, the overall tone is disappointed and critical, leading to a 2-star rating.",True,
yeMNAZKxXf4T2MgBMYAH4Q,"Things I liked: The homemade chips (mmm), the red salsa, the tender chicken pieces in my enchiladas and the service.

Things that just didn't work for me- The green sauce was so blah I couldn't eat it without dousing it in the red to get a little flavor. The beans and rice were disappointing as well. Perhaps it is my lack of familiarity with New Mexican cuisine, but I was not impressed.",2,3,"The review mentions some positive aspects like good service, homemade chips, and tender chicken, but also highlights significant disappointments with the green sauce and side dishes, indicating a mixed experience. Therefore, a 3-star rating reflects a neutral or mixed sentiment.",True,
YU9-0d4OeOEZuqFYs1xvPw,"Beatiful setting and good service. However, that doesn't make up for the $14 burger which was average at best and all three of ours were over cooked.",2,3,"The review mentions positive aspects like the beautiful setting and good service, but the negative comments about the overpriced, average, and overcooked burgers lead to a neutral to slightly negative overall impression, resulting in a 3-star prediction.",True,
62RkOn0aW7EG5TGFb1rK4g,"I went here a couple weeks ago and got the sesame chicken.  I was disappointed when I saw that it wasn't chunks of chicken, but a boneless piece of chicken that was breaded, fried, and then sliced into strips.  The sauce wasn't that good anyway.  I won't be back.",2,2,"The review expresses disappointment with the food quality and indicates the reviewer will not return, reflecting a negative experience but not an extremely harsh or entirely satisfied tone, leading to a 2-star prediction.",True,
64oFbcXXvvr18fPZi9rREg,I believe this place is over-hyped.  the menu is overpriced.  the portions are small.  the meat is low quality.  slow service.  sterile decor.,2,1,"The review contains multiple negative comments about the food quality, pricing, service, and decor, indicating a very dissatisfied experience, which aligns with a 1-star rating.",True,
i1TGrBBeDCzEHULlV6NUXw,"I happened on this place because it was next to EL Brava, a Mexican place recommended by the USAirways in flight magazine as a place to try in an airport. Getting to ElBrava we found it was a fast food stand with very little seating so this is next door. 

The menu was pretty limited. Service actually wasn't bad but, even though it wasn't busy, we waited a long, long time for our meal to get there.... something you don't expect in an airport. When the food got there it ok. I had a burger that wa",2,2,"The review mentions a long wait, unmemorable food, and a limited menu, indicating dissatisfaction with the experience. While service was not bad, the overall tone is negative, leading to a 2-star rating.",True,
TgehaXzkJHxD4isfJ_-lcQ,"The kids and I LOVE Starbucks but this one leaves a lot to be desired.. We have been here a hand full of time and each time I keep asking myself why do I go back to this one? 

The service there is almost rude. They seem as if they are annoyed to be busy. They never seem to be happy to service you. Drinks take forever to make, even though they aren't as busy as other ones are. We won't even go into the fact that my order has been messed up the last 2 times.

The main issue I have is the fact tha",2,2,"The review expresses consistent dissatisfaction with poor service, long wait times, and repeated order mistakes, indicating a negative experience overall, which aligns with a 2-star rating.",True,
2AGvtkiTpTy1yOVCA1gc-w,"Are you serious? $4.50 for domestic beers during the usual ""happy hour"" time? That includes Old Style (we were there for the Cub game)!! At grocery stores you can get a 6-pack of Old Style for $4.50! And charging $5.50 for a Corona?! Cra-zy!

""World Famous Sliders""? These were the worst sliders ever, I think Jack and the Box sliders are better. Almost $10 for six southwestern sliders with a patty the size of a half dollar that got lost in the bun, one jalapeno, a small square of cheese, and sals",2,2,"The review expresses strong dissatisfaction with high prices and poor quality of food and drinks, indicating a negative experience. However, it does not contain extreme hostility or complete dissatisfaction that would warrant a 1-star rating, so a 2-star rating best reflects the negative sentiment.",True,
50DlJdkf0jtG-CQLDx8jGQ,"My friends and I got a 10-person karaoke room and ordered food while we sang. The room is SMALL --in other K places I've been to, that would have been a room for 5 people. With 10 people in there, we turned into a sweaty airless mess very quickly. Secondly, their song choices are not good. They're behind about 2 years. Had we known, we would not have gone there. The food was mediocre; I've had better sushi. A room rental comes with a complimentary sushi platter, which was one roll (no idea what ",2,2,"The review highlights multiple negative aspects such as small and uncomfortable space, poor song selection, mediocre food, and some service issues, indicating a generally unsatisfactory experience. While the staff was friendly, the overall tone and specific complaints suggest a rating of 2 stars.",True,
5JVIkHaT8zb3AB9UzdcAuA,"Last summer when I was in AZ I ate here a few times and it was always great!  I love the pulled pork sandwich.  I ate here while I had family in town a few weeks ago and it was nothing like it used to be.  The sandwich was lacking in flavor, they didn't have the same sides they used to.  We got these fried potatoes which had way to much seasoning on them, none of us ate them.  This place has gone way down hill, I won't be going here anymore.",2,2,"The review initially describes a positive experience but then details significant dissatisfaction with recent visits, citing lack of flavor, poor quality sides, and a decline in overall quality. The strong negative ending indicates a mostly negative experience, leading to a 2-star rating.",True,
iGP6QWXXBflfRxZ4q_m6jw,"Not good.
Very bland Thai food, ugh, the two words do not belong together, bland and Thai!
The Peanut sauce was the worst ever.
The Pad Thai and Tom Ka Gai soup were blech.
Fresh rolls large but no flavor.
The service was decent though.
Just disappointing.",2,2,"The review expresses strong disappointment with the food quality, describing it as bland and tasteless, and calling the dishes 'blech' and 'worst ever,' which indicates a negative experience. Although the service was decent, the overall tone and specific complaints suggest a rating of 2 stars.",True,
